project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
DeepChem,Democratize AI for drug discovery.,We democratize access to AI tools for drug discovery and other scientific applications of deep learning more broadly. We also maintain a collection of scientific datasets for benchmarking and building new deep learning architectures along with an extensive open source collection of scientific machine learning tutorials. DeepChem has a strong educational component and partners with a broad range of academic and governmental institutions.,https://forum.deepchem.io/t/deepchem-gsoc-2025-project-ideas/1568,"python, numpy, pytorch, HuggingFace","artificial intelligence, chemistry, biology, materials science, Drug Discovery",https://forum.deepchem.io/t/gsoc-proposal-guidelines-2024/1102,https://summerofcode.withgoogle.com/programs/2024/organizations/deepchem
Invesalius,3D Medical visualization and neuronavigation tool,"InVesalius is an Open Source organization that works developing free software for reconstruction of computed tomography and magnetic resonance images. The software is mainly used for rapid prototyping, teaching, forensics, and in the medical field. It is possible to use it on the Microsoft Windows, GNU/Linux and Apple Mac OS X platforms. InVesalius main software started began their development on 2001 by Centro de Tecnologia da Informação Renato Archer (CTI), in Brazil, later it was released under GNU license and more practitioners joins the organization to improve their development. At that time, there was no medical image software in Portuguese that fulfilled the Brazilian hospitals and clinics needs. Therefore, InVesalius came as a proposal of development with the aim to be a medical software image analysis with null acquisition cost, capability of execution on low-cost personal computers and the capability of execution on different operating systems and act as a platform to encourage the use and development of medical images in Brazil.",https://github.com/invesalius/gsoc/blob/main/gsoc_2025_ideas.md,"python, cython, numpy, dicom, Vtk","ehealth, medical imaging, 3D Reconstruction, 3d printing, Neuronavigation",https://github.com/invesalius/gsoc/blob/main/gsoc_application.md,https://summerofcode.withgoogle.com/programs/2024/organizations/invesalius
OWASP Foundation,No more insecure software.,"As the world’s largest non-profit organization concerned with software security, OWASP: * Supports the building of impactful projects; * Develops & nurtures communities through events and chapter meetings worldwide; * Provides educational publications & resources in order to enable developers to write better software, and security professionals to make the world's software more secure.",https://owasp.org/www-community/initiatives/gsoc/gsoc2025ideas,"python, javascript, java, ZAP, Juice Shop","web, cloud, application security, cybersecurity, DevSecOps",,https://summerofcode.withgoogle.com/programs/2024/organizations/owasp-foundation
OpenRefine,A power tool for working with messy data,"OpenRefine is a powerful free, open source tool for working with messy data: cleaning it; transforming it from one format into another; and extending it with web services and external data.",https://github.com/OpenRefine/OpenRefine/wiki/GSoC-Outreachy-2024-Ideas,"javascript, java","data-wrangling, reconcilation, data-mining",https://forum.openrefine.org/t/gsoc-2024-contributor-application-period/1246,https://summerofcode.withgoogle.com/programs/2024/organizations/openrefine-j0
Alaska,"Many Traditions, One Alaska","Alaska Project Ideas are mentored by the researchers and collaborators of the University of Alaska and supported by other open-source entities in Alaska, such as Alaska Dev Alliance. We aim to represent the open-source ecosystem of the 49th state, Alaska. Anchorage, the largest city in Alaska, has a vibrant open-source community. Through this GSoC initiative, industrial experts who are part of the Alaska Developer Alliance and faculty and researchers from the University of Alaska Anchorage (UAA) and the University of Alaska Fairbanks (UAF) join hands to provide a perfect mentoring experience for interested contributors globally. We offer a glimpse of this northern state and its tech landscape to the Lower 48 and the outside world through this open-source remote summer coding program organized and funded by Google. Our projects focus on healthcare, climate science, polar science, and other research fields critical to the Circumpolar North and the rest of the world.",https://github.com/uaanchorage/GSoC,"python, mysql, java, matlab, dicom","deep learning, neuroscience, radiology, heathcare, Polar Science",https://github.com/uaanchorage/GSoC/blob/main/CONTRIBUTOR-GUIDE.md,https://summerofcode.withgoogle.com/programs/2024/organizations/alaska
cBioPortal for Cancer Genomics,Aid discovery in complex cancer genomics data,"The cBioPortal for Cancer Genomics is a resource designed to provide broad community access to cancer genomic data. It provides a unique user­-friendly and ""biology­-centric computational user interface"", with the goal of making genomic data more easily accessible to translational scientists, biologists, and clinicians. The interface was explicitly built and continues to evolve with careful usability studies involving multiple biological and clinical users, and an active and engaged user base. The public instance of cBioPortal (https://cbioportal.org/) is now one of the most popular online resources for cancer genomics data and attracts more than 4,000 unique visitors (cancer researchers and clinicians) per day. The two papers documenting the cBioPortal Cerami et al. Cancer Discov. 2012 & Gao et al. Sci. Signal. 2013 have been cited more than 5,600 and 5,100 times, respectively, since their publication. There are more than 30 actively used cBioPortal instances in hospitals, universities, pharmaceutical companies, and other institutes all over the globe. We are a group of software engineers, bioinformaticians, and cancer biologists building software solutions for precision medicine for cancer patients. Our overall goal is to build infrastructure to support clinical decisions for personalized cancer treatment by utilizing “big data” of cancer genomics and patient clinical profiles. Our multi-institutional team currently has more than 30 active members, primarily from Memorial Sloan Kettering Cancer Center, the Dana-Farber Cancer Institute, Princess Margaret Cancer Centre, Children's Hospital of Philadelphia, and The Hyve, a bioinformatics company from the Netherlands.",https://github.com/cBioPortal/gsoc/issues?q=is%3Aissue%20state%3Aopen%20label%3AGSoC-2025,"mysql, javascript, java, react, typescript","genomics, cancer, bioinformatics, big data, precision medicine",https://github.com/cBioPortal/GSoC,https://summerofcode.withgoogle.com/programs/2024/organizations/cbioportal-for-cancer-genomics
openSUSE Project,"Makers' choice for sysadmins, developers & users","The openSUSE Project is a worldwide effort that promotes the use of Linux, tools around it, and open source. The openSUSE community is made up of multiple contributing communities that collaborate as part of a global open-source network. The openSUSE community develops, builds and maintains many of the packages, tools and infrastructure for the distribution. The community works together in an open, transparent and friendly manner as part of the global Free and Open Source Software community. openSUSE creates one of the world's best Linux distributions, as well as a variety of tools, such as OBS, OpenQA, Kiwi, YaST, OSEM and Uyuni. Distributions include a rolling release (Tumbleweed), a stable annual release (Leap) and operating systems for edge, embedded, cloud and containers through MicroOS and ALP. The project is controlled by its community and relies on the contributions of individuals, working as testers, writers, translators, usability experts, artists and ambassadors or developers. The project embraces a wide variety of technology, people with different levels of expertise, speaking different languages and having different cultural backgrounds.",https://github.com/openSUSE/mentoring/issues,"python, c/c++, go, ruby, reactjs javascript","AIML, operating system developer tools, containers kubernetes, Security Cryptography, systems management",https://github.com/openSUSE/mentoring/wiki/Contributor-Guidance-for-Google-Summer-of-Code,https://summerofcode.withgoogle.com/programs/2024/organizations/opensuse-project
INCF,An open & FAIR neuroscience standards organization,"The International Neuroinformatics Coordinating Facility (INCF; www.incf.org) is an international organization launched in 2005, following a proposal from the Global Science Forum of the OECD. INCF was established to facilitate and promote the sharing of data and computing resources in the international neuroscience community. A larger objective of INCF is to help develop scalable, portable, and extensible applications that can be used by neuroscience laboratories worldwide. The mission of INCF is to make neuroscience FAIR (Findable, Accessible, Interoperable and Reusable) by sharing and integrating neuroscience data and knowledge worldwide. We foster scientific community collaboration to develop standards for data sharing, analysis modeling and simulation in order to catalyze insights into brain function in health and disease. INCF activities are open to all who can contribute to neuroinformatics at the international level. We have a global community of neuroscience researchers working on new and improved tools for all of neuroscience – enabling other researchers to make more and faster discoveries, and improving our understanding of the brain.",https://docs.google.com/document/d/1T7U4nYFbVbZuIUw_2bB89YASj-ra26hRNtG2a20Gjlw/edit?tab=t.0,"python, javascript, java, c++, gpu","machine learning, data visualization, neuroscience, brain modelling, neuroimage processing",https://docs.google.com/document/d/16H8MlUl_0EbhL1IC4ddRZKYeMAd9JtAHCuxY5piZOGc/,https://summerofcode.withgoogle.com/programs/2024/organizations/incf
Fortran-lang,High-performance parallel programming language,"Fortran-lang is an open-source community that develops tools and libraries for modern Fortran development. Our flagship projects include the standard library, Fortran build system and package manager, as well as the interactive compiler, LFortran. Fortran-lang also provides an inclusive and welcoming space for all Fortran enthusiasts around the world to collaborate.",https://github.com/fortran-lang/webpage/wiki/GSoC-2025-Project-ideas,"python, c++, fortran","compilers, programming languages, build systems, libraries, Fortran",https://github.com/fortran-lang/webpage/wiki/GSoC-2024-Contributor-Instructions,https://summerofcode.withgoogle.com/programs/2024/organizations/fortran-lang
Stichting SU2,Computational Fluid Dynamics and Optimization,"Computational analysis tools have revolutionized the way we design engineering systems as a society, but most established codes are proprietary, unavailable, or prohibitively expensive for many users. The SU2 Foundation will change this, making multiphysics analysis and design optimization software free and publicly available, in a single place, without restriction on who can contribute to its creation and development. The SU2 Foundation is an educational and scientific not-for-profit that will bring together computational scientists and engineers through the SU2 Foundation platform. The SU2 Foundation develops, maintains, and supports a collection of C++ and Python-based software tools for performing Partial Differential Equation (PDE) analysis and solving PDE-constrained optimization problems. Through maintaining and improving the quality of software, documentation, and tutorials, and by growing the community of users and developers, the SU2 Foundation will ensure quality improvement of multiphysics software tools, accessible by everyone, for continued innovation in the engineering sciences.",https://www.cfd-online.com/Forums/su2-news-announcements/259420-gsoc-2025-projects.html,"python, c++","aerodynamics, Computational Fluid Dynamics, Multi-Disciplinary Optimization, Adjoint Design Optimization, Fluid Dynamics",https://www.cfd-online.com/Forums/su2-news-announcements/254365-gsoc-applications-how-apply.html,https://summerofcode.withgoogle.com/programs/2024/organizations/stichting-su2
International Catrobat Association,Free visual coding apps for computational thinking,"Computational thinking for all with free visual coding apps The Catrobat project develops useful frameworks to create games, animations, or apps easily within a short time. This set of mobile creativity tools for smartphones is inspired by the well-known Scratch framework by the Lifelong Kindergarten Group at the MIT Media Lab. The motivation behind the project is that programming is an important cultural technique on the same level as mathematics and physics, from a practical as well as from a philosophical point of view. Our aim thus is to popularize the skills needed to program from an early age in a fun and engaging way that will facilitate the spread of its adoption among young people all over the world. Our awarded Android app “Pocket Code” is currently the most famous outcome of the project. Without the need for any further devices, users have the possibility to create their first program directly on their mobile device in just a few steps using visual ""Bricks"". Pocket Code supports all common device sensors, provides special ""Bricks"" for different robotic devices (Lego Mindstorms, Robotix Phiro, etc.) as well as for hardware devices such as the Arduino board or the Raspberry Pi, and of course offers elements of programming languages such as variables, if-statements, concurrency, etc. We also work on ""Pocket Code"" for iOS and on a large number of extensions. That’s why developers of different fields help us to keep our products up-to-date to meet the current needs of our users. Motivated by prizes (such as the Lovie Award, the Austrian National Innovation Award or the Re-Imagine Education Award) and being featured by different programs (like Google Play for Education or code.org), our team is working on many different subprojects and extensions. Over 500 developers already contributed to our project on different topics such as app development, web technologies, graphics, usability, internationalization, or design.",https://developer.catrobat.org/pages/development/google-summer-of-code/2025/,"javascript, swift, kotlin, php, flutter","education, visual programming, mobile programming, game engines, creativity tools",https://docs.google.com/document/d/1vOGY2C80raXLV6RVRHXoqiAhcnBJFeZdU8wqMm-Rgo0/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2024/organizations/international-catrobat-association
Open Technologies Alliance - GFOSS,Promote Open Standards and Open Source,"Open Technologies Alliance (GFOSS) is a non-profit organization, with 37 Universities and Research Centers as its shareholders. Our main goal is to promote Openness. GFOSS – Open Technologies Alliance is a platform for Open Standards, Free Software, Open Content, Open Data & Open Hardware in Greece. The major Greek Universities and Research Centers participate in GFOSS – Open Technologies Alliance, while leading members of the Greek community of developers play a key role in the implementation of our policies. Through our initiatives we aspire to contribute and coordinate the efforts of groups of volunteers, public servants, university researchers and students enabling them to form the backbone of Greek FOSS development and implementation. GFOSS is one of the strategic actors for the promotion of OSS throughout Greece (see https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_GR.pdf ). Many public administrations and academic institutions collaborate with GFOSS to implement open source projects and through Google Summer of Code we give the opportunity to students to actively engage in the production and the actual implementation of an open source project. GFOSS also contributes and advises on the development of various open source projects related to e-government and digital transformation in Greece (e.g. https://howto.gov.gr/ - https://forma.gov.gr/) and actively promotes the use of Open Source software and hardware in the Greek primary and secondary education through the Open Educational Technologies Competition (https://openedtech.ellak.gr/ )",https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2025_proposed_ideas,"javascript, c/c++, nodejs, python 3, Machine Learning (ML)","web, robotics, open hardware, c++, Artificial Inteligence",https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2025_proposed_ideas,https://summerofcode.withgoogle.com/programs/2024/organizations/open-technologies-alliance-gfoss
The Mifos Initiative,End Poverty One Line of Code at a Time,"We are a global 501(c)3 fintech non-profit leveraging the cloud, mobile & open source community to democratize financial services worldwide and digitally transform the world’s 3 billion poor and underbanked. Mifos has pioneered open source banking technology for the past fifteen years transforming the entire sector at each major stage of evolution from microfinance to financial inclusion to digital financial services and now embedded finance. Mifos guides the open source community, steers the roadmap, and stewards the vibrant ecosystem of organizations building solutions on its open platform. Our building blocks for banking, recognized as digital public goods, make core banking commoditized infrastructure, empowering any organization, anywhere to embed any financial service to any customer via any channel. These building blocks provide the common functionalities for creating customers, managing wallets, savings and loan accounts, orchestrating payments, and maintaining the financial ledger & reports. More than 65 million clients are reached by 500+ financial institutions across 70 countries using solutions powered by our APIs.",https://mifosforge.jira.com/wiki/spaces/RES/pages/4271669249/Google+Summer+of+Code+2025+Ideas,"android, java, kotlin, spring, angular","artificial intelligence, cloud, fintech, financial inclusion, mobile banking",https://mifosforge.jira.com/wiki/spaces/RES/pages/4456638/Application+Template,https://summerofcode.withgoogle.com/programs/2024/organizations/the-mifos-initiative
KDE Community,Control your digital life,"Community of technologists, designers, writers and advocates who work to ensure freedom for all people through our software.",https://community.kde.org/GSoC/2025/Ideas,"c++, qt, qml, data structures","education, science, applications, desktop environment",https://community.kde.org/GSoC,https://summerofcode.withgoogle.com/programs/2024/organizations/kde-community
Plone Foundation,"Python-based CMS, with React front-end.","Plone is a Python-based CMS built with workflow and security at the forefront. It is developed by a world-wide community and uses modern technologies and techniques. It comes with a complete API and a React-based frontend. Also home to Guillotina.io, a full stack data framework, and the Zope and ZODB object database.",https://plone.org/community/gsoc/2025,"python, javascript, react","web, cms",,https://summerofcode.withgoogle.com/programs/2024/organizations/plone-foundation
stdlib,The fundamental numerical library for JavaScript,"stdlib is a standard library for JavaScript and Node.js with an emphasis on numerical and scientific computing applications. The project aims to provide functionality similar to NumPy and SciPy for use in JavaScript environments with special consideration for the unique constraints and opportunities afforded by the Web. stdlib is primarily written in JavaScript, C, and Fortran.",https://github.com/stdlib-js/google-summer-of-code/blob/main/ideas.md,"c, javascript, node.js, typescript, webassembly","mathematics, web, scientific computing, numerical computing, statistics",https://github.com/stdlib-js/google-summer-of-code,https://summerofcode.withgoogle.com/programs/2024/organizations/stdlib
Django Software Foundation,Web framework for perfectionists with deadlines,"Django is a high-level Python Web framework originally developed at the Lawrence-Journal World. Django was designed to handle two challenges: the intensive deadlines of a newsroom and the stringent requirements of the experienced Web developers who wrote it. It lets you build high-performing, elegant Web applications quickly.",https://code.djangoproject.com/wiki/SummerOfCode2025,"python, django","web, python",https://code.djangoproject.com/wiki/SummerOfCode2025,https://summerofcode.withgoogle.com/programs/2024/organizations/django-software-foundation-8o
C2SI,C2SI develops FOSS softwares for everyone!!!,"The Ceylon Computer Science Institute (C2SI) conducts research in various domains, including security, artificial intelligence, mobile applications, cloud computing, and software tools. Our research aims to create computing solutions by identifying low-cost methodologies and strategies that promote sustainability. Currently, C2SI is at a pivotal stage in its evolution, having secured high donor confidence, as evidenced by multiple foreign-funded projects. The institute focuses on developing sustainable computing solutions that leverage low-cost computing and communication technologies, particularly for developing and emerging regions worldwide. We have developed several affordable and sustainable ICT solutions, with a special focus on the needs of the developing world. These solutions are briefly described in the projects section.",https://c2si.org/gsoc/,"python, java, go, nodejs, tensorflow","security, cloud, ai, mobile, software",https://docs.google.com/document/d/e/2PACX-1vREmzfBRMW1QmehqstK9v094j1t6IvPA5qbvj8MOV7x2wQETcn-AsnhzCaOuO12ltltwBh_cpoRj7pi/pub,https://summerofcode.withgoogle.com/programs/2024/organizations/c2si
BRL-CAD,3D CAD & other computer-aided tech (CAx),"This is the place to be if you love computer graphics. We do 2D/3D modeling, 3D printing, solid geometry, design, and more. Depending on the project, you have the opportunity to work with C/C++, Python, OpenGL, OpenCL, Qt, Javascript, and more... Help us develop open source computer-aided technologies (CAx)!

We operates as an umbrella organization with several CAx communities including:

- OpenSCAD is a solid 3D modeler with a rich syntax for programmable geometry.
- LibreCAD is a 2D modeling system specializing in blueprint-style drawings and draftings.
- IfcOpenShell is a library for working with standard IFC building model data.
- BRL-CAD is a solid modeling suite with conversion and advanced solid ray tracing features.
- Manifold is a solid geometry mesh processing library.

We want to select at least one student for each, so feel free to ask us where to start.",https://github.com/opencax/GSoC/issues?q=is%3Aissue+is%3Aopen+label%3A%22GSoC+2025%22,"python, c/c++, opengl, opencl, scripting","geometry, 2d/3d graphics, ray tracing, high-performance computing, deep neural net rendering",https://opencax.github.io/gsoc_checklist.html,https://summerofcode.withgoogle.com/programs/2024/organizations/brl-cad
Wikimedia Foundation,Bringing free educational content to the world,"Wikimedia strives to bring about a world in which every single human being can freely share in the sum of all knowledge; through various projects, chapters, and the support structure of the non-profit Wikimedia Foundation. Wikimedia officially supports 13 projects, including Wikipedia, the seventh most popular site on the internet. Wikipedia receives over 20 billion global page views every month and is available in over 300 languages. The tech behind it ensures that our projects are fast, reliable, and open to all. We design and build the open-source technology that powers Wikimedia projects from hosting Wikipedia to creating edit-checking artificial intelligence (AI). Community volunteers and Foundation technologists collaborate on MediaWiki, which makes sharing free knowledge possible. Read more about Wikimedia on our homepage: https://wikimediafoundation.org/",https://www.mediawiki.org/wiki/Google_Summer_of_Code/2025,"javascript, html, php, css, Phyton","semantic web, wikipedia, wikimedia, mediawiki, i18n",https://www.mediawiki.org/wiki/Google_Summer_of_Code/Participants#Application_process_steps,https://summerofcode.withgoogle.com/programs/2024/organizations/wikimedia-foundation-nd
CRIU,Chekpoint/Restore for Linux tasks and containers,"CRIU (stands for Checkpoint/Restore In Userspace), is a Linux software. It can freeze a running container (or an individual application) and checkpoint its state to disk. The data saved can be used to restore the application and run it exactly as it was during the time of the freeze. Using this functionality, application or container live migration, snapshots, remote debugging, and many other things are now possible. CRIU is packaged for all leading Linux distributions and it is integrated wit lots of popular projects such as Docker, Podman, LXC/LXD, OpenVZ, runc, open-mpi and others",https://criu.org/Google_Summer_of_Code_Ideas,"c, python, linux, go","cloud, containers, Checkpoint/Restore",https://github.com/checkpoint-restore/criu/blob/criu-dev/CONTRIBUTING.md,https://summerofcode.withgoogle.com/programs/2024/organizations/criu
gprMax,Simulating electromagnetic wave propagation,"gprMax is open source software that simulates electromagnetic wave propagation. It uses Yee's algorithm to solve Maxwell’s equations in 3D using the Finite-Difference Time-Domain (FDTD) method. It is designed for simulating Ground Penetrating Radar (GPR) and is used to model electromagnetic wave propagation in fields such as engineering, geophysics, archaeology, and medicine. There are a wide range of applications from assessing infrastructure such as bridges and roads, locating buried utilities, mapping glaciers, finding anti-personnel landmines, to detecting tumours in the human body, and exploring the sub-surface of Mars and the Moon. gprMax is command-line-driven software written in Python with performance-critical parts written in Cython. It does not currently feature a graphical user interface (GUI) which allows it to be very flexible and scriptable software that can run in high-performance computing (HPC) environments, i.e. on supercomputers. gprMax can be run on either CPU or GPU. The CPU solver has been parallelised using OpenMP which enables it to run on multi-core CPUs. The GPU solver has been developed using the NVIDIA CUDA programming model. gprMax also features a Messaging Passing Interface (MPI) task farm, which can operate with CPU nodes or multiple GPUs.",https://github.com/gprMax/GSoC/blob/main/project-ideas-2025.md,"python, cuda, openmp, mpi, opencl","science, engineering, geophysics, electromagnetics, ground penetrating radar",https://github.com/gprMax/GSoC/blob/main/project-template.md,https://summerofcode.withgoogle.com/programs/2024/organizations/gprmax
Learning Equality,Building equity in education to transform lives,"Learning Equality is an education technology nonprofit that develops and maintains Kolibri, an adaptable set of open solutions specially designed to support teaching and learning with technology but without the Internet for the half of the world that still lacks access to connectivity. Kolibri is centered around an offline-first learning platform that runs on a variety of low-cost and legacy devices. It is complemented by a curricular tool, a library of open educational materials, and a toolkit of resources to support training and implementation. These tools are open and available in a variety of languages, to better support learners and educators globally. As a community-driven nonprofit, Learning Equality works closely to co-design Kolibri with a core network of collaborators, including national NGOs, UN agencies, government, and corporate partners. We also adopt a needs-based approach, constantly gathering insights from our community to inform the development of our tools. Through its do-it-yourself adoption model and strategic collaborations, Kolibri has reached learners and educators in more than 220 countries and territories since its launch in 2017. Given our offline access and distribution model, we learn about usage of Kolibri through a combination of telemetry ping backs of high level, aggregate, anonymized statistics, data from partners, and use of our Kolibri Data Portal. Since instances of Kolibri never need to connect to the Internet to be used, we do not know about usage across every instance, which is why this is an informed estimate from years of data.",https://docs.google.com/document/d/e/2PACX-1vT49WKgbsAIUoJ0jJS8LTWWm7UTByM0Pw3qt0KgyU_BShB1oGtZBkrEWuannFsRMVvGd0QBytZt8blh/pub,"python, javascript, django, vue.js","education, distributed databases, offline, learning",https://learningequality.org/r/gsoc-contributor-guidelines,https://summerofcode.withgoogle.com/programs/2024/organizations/learning-equality
Zendalona,FOSS accessibility solutions for visually impaired,"Zendalona is an organization providing accessibility solutions for visually impaired. In 2020, the WHO reported a significant global challenge: an estimated 2.2% of the world's population suffered from moderate to severe distance vision impairments, with 0.39% experiencing total blindness. These individuals often rely on the assistance of others for their daily needs, especially in developing nations where government resources are limited for their well-being, education, and overall quality of life. At Zendolona has embraced a noble mission – to make a meaningful difference in the lives of those facing these challenges. We are committed to achieve this by leveraging expertise in developing innovative systems, tools, and techniques. predominantly within the realm of software solutions. Our multi-faceted approach includes: 1 Customization of Existing Tools: Zendalona adapts and tailors existing software tools to cater specifically to the needs of the visually impaired, bridging accessibility gaps and enhancing their quality of life. This is also extend to deafblind. 2 Development of New Tools: Zendolona takes pride in pioneering new technologies and solutions designed to empower the visually impaired, as well as individuals who may face multiple sensory impairments, such as deafness and speech impediments. 3 Education and Training: With a team boasting decades of experience in teaching and mentoring, Zendalona is dedicated to provide comprehensive training and support to visually impaired children and adults, ensuring they have the skills and knowledge to lead independent and fulfilling lives. Our commitment extends beyond philanthropy; it's driven by a deep-rooted passion for inclusivity and accessibility. Through innovation, education, and personalized solutions, Zendolona is at the forefront of advancing the well-being and opportunities for the visually impaired and those with multiple sensory challenges, creating a world where everyone can thrive.",https://docs.google.com/document/d/1HshVGE-oQq_xx09zG2LfqfVYWRhyrASteXzabCV9eIQ/edit?usp=sharing,"python, javascript, android, gtk, qt","web, accessibility, braille, gaming, AGI",https://zendalona.com/gsoc/,https://summerofcode.withgoogle.com/programs/2024/organizations/zendalona
Robolectric,Fast unit testing runtime for Android,"Robolectric is a unit testing framework for Android. With Robolectric, your tests run in a simulated Android environment inside a JVM, without the overhead and flakiness of an emulator. Robolectric also offers a rich set of testing APIs that are not available in the Android framework.",https://docs.google.com/presentation/d/1Wyqkef0bK3c9EbZzTdFw7S9Hx5-fq9iRgNbVWozQ2q0/edit#slide=id.p,"android, java, jvm, asm","testing, mobile",http://robolectric.org/contributing/,https://summerofcode.withgoogle.com/programs/2024/organizations/robolectric
AFLplusplus,State of the art fuzzing for better security,"We are dedicated to provide the most effective fuzzing frameworks. Our work includes AFL++, the most effective and flexible fuzzer, and libafl, a library to build your own fuzzer with the most modern techniques and technologies.",https://github.com/AFLplusplus/LibAFL/issues/2992,"llvm, rust, fuzzing, qemu","fuzzing, ci",https://github.com/AFLplusplus/LibAFL/blob/main/CONTRIBUTING.md,https://summerofcode.withgoogle.com/programs/2024/organizations/aflplusplus
Dart,Dart is a client language for apps on any platform,"The Dart language gives you a fast developer experience and works on any platform. Dart powers hot reload enabling you to make a code change and instantly see results in your running app, and compiles to ARM and x64 machine code enabling quick app startup times for mobile, desktop and the web. Dart powers Flutter, Google’s UI toolkit for building beautiful, natively compiled applications for mobile, web, and desktop from a single codebase.",https://github.com/dart-lang/sdk/blob/main/docs/gsoc/Dart-GSoC-2025-Project-Ideas.md,"flutter, dart","programming languages, mobile apps",https://github.com/dart-lang/sdk/wiki/Dart-GSoC-2024-Project-Ideas,https://summerofcode.withgoogle.com/programs/2024/organizations/dart
Global Alliance for Genomics and Health,We develop genomics tools to benefit human health,"The Global Alliance for Genomics and Health (GA4GH) was formed to help accelerate the potential of genomic medicine to advance human health. It brings together over 400 leading genome institutes and centers with IT industry leaders to create global standards and tools for the secure, privacy respecting and interoperable sharing of Genomic data.",https://docs.google.com/document/d/1icSYbm4TTK_PVT6QfaCl5195AlRIM7CQPHr37cLC7bo/edit?usp=sharing,"python, postgresql, java, react, rust","security, genomics, bioinformatics, genetics, standards",https://docs.google.com/document/d/1Sje_91qcUMkRK9d_BS_8Y-c2r7cCa8h4Csy6d0-xKlQ/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2024/organizations/global-alliance-for-genomics-and-health
Polypheny,The Most Versatile Data Management Platform,"Polypheny is an adaptive database system using innovative ideas to jointly manage data in multiple models. It bridges the gap between polystores and hybrid transaction/analytical processing (HTAP) systems. In contrast to most existing polystore systems, Polypheny offers support for data manipulation queries. Furthermore, it features a flexible schema, supporting schema changes at runtime. Polypheny is a full database management system providing support for a rich set of data types. Due to its support for features like the enforcement of constraints, transactions, prepared statements, and batch queries, it even goes beyond of what many well-known DBMS provide. Moreover, Polypheny comes with integrated support for several specialized database management systems. Therefore, it is able to efficiently process heterogeneous workloads. The seamless combination of data replication and data partitioning allows combining different underlying data storage engines in order to provide excellent query performance independent of the type of workload. Polypheny even goes a step further in terms of flexibility: With ""Data Sources"" it is possible to map data on (remote) database systems into the schema of Polypheny. It also features adapters for directly querying CSV files or file systems. Thanks to GSoC 2021, Polypheny now even has support for querying the Ethereum Blockchain. The JDBC, Python and REST query interfaces allow to easily integrate Polypheny into existing environments using industry standard techniques. It supports a broad spectrum of query languages including SQL, CQL, the MongoDB query language and the Pig query language. The powerful browser-based user interface makes managing Polypheny a pleasant experience. In conjunction with the support for multimedia data and workloads, Polypheny offers a flexibility not matched by existing database systems.",https://polypheny.com/en/community/gsoc/ideas,"javascript, java, sql, angular","database, big data, data science, cloud, ai",https://polypheny.com/en/community/gsoc/,https://summerofcode.withgoogle.com/programs/2024/organizations/polypheny
DatenLord,High-performance AI+Cloud infrastructure provider.,"DatenLord has always been committed to building a high-performance Al+ Cloud infrastructure platform, DatenLord, to actively promote the landing of AI applications. DatenLord provides high-performance storage and high-performance network through the deep integration of hardware and software. It provides elastic, convenient, and economical infrastructure services for AI applications, thereby meeting the needs of customers in different industries for AI+Cloud.",https://datenlord.github.io/xline-home/#/GSoC,"rust, kubernetes, Distributed key-value store, Fault tolerant, Metadata management","cloud, open source, storage, Data Infrastructure",https://datenlord.github.io/xline-home/#/GSoC,https://summerofcode.withgoogle.com/programs/2024/organizations/datenlord-6z
ArduPilot,World's most advanced autonomous vehicle software,"ArduPilot is the world's most widely used open source flight code software for unmanned autonomous vehicles including planes, multicopters, helicopters, cars, boats, submarines, blimps, antenna trackers and much more. Written primarily in C++, ArduPilot supports over 100 different types of autopilot hardware including the well known Pixhawk autopilot. Our team motto, ""Versatile, Trusted, Open"" reflects our team's aim to provide high quality autopilot software that reliably supports a huge variety of frames, sensors and use cases. The software is open but so is the team, always welcoming of new contributors whether they be software developers, wiki documentors, testers or users.",https://ardupilot.org/dev/docs/gsoc-ideas-list.html,"python, lua, c++, pixhawk","robotics, ai, Drone, autonomous vehicle, unmanned vehicle",https://ardupilot.org/dev/docs/gsoc.html,https://summerofcode.withgoogle.com/programs/2024/organizations/ardupilot
Apertium,A free/open-source machine translation platform,"Apertium is a free/open-source machine translation platform, and the organisation focuses on primarily symbolic language technology for less-resourced languages.",https://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code,"python, javascript, c++, xml, bash","natural language processing, machine translation, language technology, less-resources languages",https://wiki.apertium.org/wiki/Top_tips_for_GSOC_applications,https://summerofcode.withgoogle.com/programs/2024/organizations/apertium
