project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
Metasploit,World’s most used penetration testing framework,"The Metasploit Framework is both a penetration testing system and a development platform for creating security tools and exploits. The framework is used by network security professionals to perform penetration tests, system administrators to verify patch installations, product vendors to perform regression testing, and security researchers world-wide. The framework is written in the Ruby programming language and includes components written in C, many flavors of Assembly, Python, Powershell, PHP, and other languages. The framework consists of tools, libraries, modules, and user interfaces. The basic function of the framework is a module launcher, allowing the user to configure an exploit module and launch it at a target system. If the exploit succeeds, the payload is executed on the target and the user is provided with a shell to interact with the payload. Hundreds of exploits and dozens of payload options are available.",https://docs.metasploit.com/docs/development/google-summer-of-code/gsoc-2023-project-ideas.html,"c, python, postgresql, ruby, assembly","security, penetration testing, offensive security, exploitation",https://github.com/rapid7/metasploit-framework/wiki/How-to-Apply-to-GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/metasploit
GNOME Foundation,A diverse and sustainable free software desktop.,The GNOME Foundation is a non-profit organization that believes in a world where everyone is empowered by technology they can trust. We do this by building a diverse and sustainable free software personal computing ecosystem.,https://gsoc.gnome.org/2025/,"c, linux, rust, gtk, Flatpak","operating systems, desktop, graphics, open source, apps",https://gsoc.gnome.org/,https://summerofcode.withgoogle.com/programs/2022/organizations/gnome-foundation
The Palisadoes Foundation,Social media and member management for non-profits,"The Palisadoes Foundation’s open-source software projects support community groups in organizing their daily activities. A significant proportion of our software contributions come from university students studying software engineering. Participants often come from under-served communities or geographic areas and are sponsored through our various programs. This prepares them for the competitive realities of the working world. Life started for us in 2016 when a group of expatriate Jamaicans wanted to assist development of new and existing information technologies for the island’s social good. We knew academic and student leadership wanted greater practical exposure to the latest technology. In response, our pilot Calico program for Jamaican universities was created with the goal of addressing the issues graduates would face when employed. After five years of success, members of the Jamaican diaspora suggested we expand our service area to be global. They saw similar needs in their own under-served communities where the digital divide is very visible and thought our experience in the developing world would be useful. Since 2019 we have focused on creating a mobile app to help community organizations like ourselves better manage their membership. We saw the need for a social media component to keep in contact with our volunteers. We also felt these organizations often faced challenges with the project management of events and keeping track of volunteer abilities, roles and responsibilities. We want to make the app useful for any community-based organization such as clubs, small religious institutions, neighborhood groups, and volunteer associations. We also want to see how the open source software could be installed as a multi-tenant, multi-site cloud hosted service as many of these organizations often don’t have sufficient IT skills to do so independently. We hope that our contributors will help us achieve this goal.",https://developer.palisadoes.org/docs/internships/gsoc/gsoc-ideas,"python, postgresql, flutter, graphql, typescript","web, api, networking, ai, mobile",https://developer.palisadoes.org/docs/internships/gsoc/gsoc-introduction,https://summerofcode.withgoogle.com/programs/2022/organizations/the-palisadoes-foundation
GeomScale,Scalable geometric and statistical software,"GeomScale is a research and development project that delivers open source code for state-of-the-art algorithms for problems at the intersection of data science, optimization, geometric, and statistical computing. The current focus of GeomScale is on scalable algorithms for sampling from high-dimensional distributions, integration, convex optimization, and their applications. One of our ambitions is to fill the gap between theory and practice by turning state-of-the-art theoretical tools in geometry and optimization to state-of-the-art implementations. Towards this goal, we will deliver various innovative solutions in a variety of application fields, like finance, computational biology, and statistics that will extend the limits of contemporary computational tools. GeomScale aims in serving as a building block for an international, interdisciplinary, and open community in high dimensional geometrical and statistical computing. The main development is currently performed in volesti, a generic open source C++ library, with R and python interfaces (the latter is hosted in package dingo), for high-dimensional sampling, volume approximation, and copula estimation for financial modelling. In particular, the current implementation scales up to hundred or thousand dimensions, depending on the problem. To our knowledge it is the most efficient software package for sampling and volume computation to date. It is, in several cases, orders of magnitude faster compared to packages that solve the same problems. It can be used to compute challenging multivariate integrals and to approximate optimal solutions in optimization problems. It has already found important applications in systems biology by analyzing large metabolic networks (e.g., the latest human network) and in FinTech by detecting shock events and by evaluating portfolios performance in stock markets with thousands of assets. Other application areas include AI and in particular approximate weighted model integration. Recent studies has shown a potential application of volesti methods in trustworthy AI, static analysis of programs and differential privacy.",https://github.com/GeomScale/gsoc25/wiki/table-of-proposed-coding-projects,"python, c++, r, jupyter, github-actions","mathematics, data science, computational biology, computational geometry, statistics",https://github.com/GeomScale/gsoc25/wiki,https://summerofcode.withgoogle.com/programs/2022/organizations/geomscale
Center for Translational Data Science,Develop translational data science.,"We develop and operate large-scale data platforms to support research in topics of societal interest, including cancer, cardiovascular disease, inflammatory bowel disease (IBD), birth defects, veterans’ health, pain management, opioid use disorder, and environmental science. We also develop new machine learning and AI algorithms over the data in our platforms.",https://docs.google.com/document/d/1kiEDB6tw2xD8Qj3uxpSELjazW35llHM1a9Nt_LQKwHw/edit?usp=sharing,"golang, docker, postgres, gpu, LLMs","machine learning, artificial intelligence, devops, MLOps, Data Meshes",,https://summerofcode.withgoogle.com/programs/2022/organizations/center-for-translational-data-science
Chromium,"Fast, seamless, safe, and reliable web for all","The Chromium projects include Chromium and Chromium OS, the open-source projects behind the Google Chrome browser and Google Chrome OS, respectively. Chromium is an open-source browser project that aims to build a safer, faster, and more stable way for all users to experience the web. Chromium OS is an open-source project that aims to provide a fast, simple, and more secure computing experience for people who spend most of their time on the web.",https://docs.google.com/presentation/d/1ozDiULkf2Gi4HH1XA_Ad9O7rQpP9SP0yPEs_dpcBZKM/edit?usp=sharing,"python, javascript, java, c++, git","web, browser, operating-system",https://docs.google.com/document/d/1IOj4hSdPl8h1-8zYK_Gt3OxA0R44SLbmr-ZH3f9yDXM/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2022/organizations/chromium-lj
Micro Electronics Research Lab - UITU,Accelerating Engineering Innovation,"A non-profit organization fostering research on IoT, AI and ML based architectures leveraging the open-source RISC-V ISA. The main purpose of this Lab is to train undergraduate students for future Silicon industry.",https://github.com/merledu/Google-Summer-of-Code/wiki/GSoC'25-Project-Ideas-List,"RISCV, Processor, Hardware, systemonchip, memory","iot, embedded, Processor, System on Chip, RISC-V",https://github.com/merledu/Google-Summer-of-Code/wiki/GSoC-Proposal-Template,https://summerofcode.withgoogle.com/programs/2022/organizations/micro-electronics-research-lab-uitu
CERN-HSF,Umbrella for Particle Physics-related projects,"CERN-HSF (High-Energy Physics Software Foundation) is the umbrella organization for high-energy physics-related projects in GSoC. The HEP Software Foundation (http://hepsoftwarefoundation.org/) facilitates the coordination of common international efforts in high-energy physics software and computing. CERN (European Organization for Nuclear Research, https://home.cern) has participated in GSoC since 2011 as the CERN-SFT group, which provides common software for CERN's experiments. In 2017, the program expanded to include many software projects from the whole field of high-energy physics. The vast majority of our GSoC projects do not require any physics knowledge. The experiments at CERN, such as the Large Hadron Collider, the world’s largest and most powerful particle accelerator (http://home.cern/topics/large-hadron-collider) try to answer fundamental questions about the Universe. For example, what is the nature of mass? What are the elementary building blocks of the Universe? What was the early Universe like? What is the nature of dark matter and dark energy? Why is there an asymmetry between matter and antimatter? In 2012, LHC experiments announced the discovery of a new particle, the Higgs Boson, that helps explain how particles obtain mass. Also, CERN is the birthplace of the World Wide Web. Today, particle physicists are working on analyzing the data from the experiments to study the properties of the newly discovered particle and to search for new physics, such as dark matter or extra dimensions. This requires a lot of sophisticated software. The open-source high-energy physics projects to which students can contribute during GSoC span many high-energy physics software projects: data analysis, detector and accelerator simulation, event reconstruction, data management and many others. We look forward to your contributions!",https://hepsoftwarefoundation.org/gsoc/2025/summary.html,"python, c/c++, data analysis, artificial intelligence, container orchestration","machine learning, big data, algorithmics, particle physics, Performance Optimisation",https://hepsoftwarefoundation.org/activities/gsoc.html#for-students,https://summerofcode.withgoogle.com/programs/2022/organizations/cern-hsf
The Honeynet Project,Honeypots and Threat Intelligence R&D,"The Honeynet Project is a leading international 501c3 non-profit security research organization, dedicated to investigating the latest attacks and developing open source security tools to improve Internet security. With Chapters around the world, our volunteers have contributed to fight against malware (such as Conficker), discovering new attacks and creating security tools used by businesses and government agencies all over the world. The Honeynet Project uses GSoC as a incubator for new R&D projects, and to recruit active new members.",https://www.honeynet.org/gsoc/gsoc-2025/google-summer-of-code-2025-project-ideas/,"python, javascript, django, go, docker","honeypots, malware analysis, Threat Intelligence",https://www.honeynet.org/gsoc/,https://summerofcode.withgoogle.com/programs/2022/organizations/the-honeynet-project
SPDX,An open ISO standard for SBOMs,"SPDX is an open standard for communicating software bill of material information, including provenance, license, security, and other related information. SPDX reduces redundant work by providing common formats for organizations and communities to share important data, thereby streamlining and improving compliance, security, and dependability. The SPDX specification is recognized as the international open standard for security, license compliance, and other software supply chain artifacts as ISO/IEC 5962:2021.",https://github.com/spdx/GSoC,"python, java, json, go, rdf","compliance, licensing, data, vulnerabilities",https://github.com/spdx/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/spdx
Debian,The Universal Operating System,"The Debian Project is an association of Free Software developers who volunteer their time and effort in order to produce and maintain a completely free operating system Debian. Since its launch, the Debian project has grown to comprise more than 1,000 members with official developer status, alongside many more volunteers and contributors. Today, Debian encompasses over 50,000 packages of free, open source applications and documentation.",https://wiki.debian.org/SummerOfCode2025/Projects,"python, java, perl, c++, rust","ai, CI/CD, autopkgtest, raspberrypi_builds, mobian",https://wiki.debian.org/SummerOfCode2024,https://summerofcode.withgoogle.com/programs/2022/organizations/debian
Django Software Foundation,Web framework for perfectionists with deadlines,"Django is a high-level Python Web framework originally developed at the Lawrence-Journal World. Django was designed to handle two challenges: the intensive deadlines of a newsroom and the stringent requirements of the experienced Web developers who wrote it. It lets you build high-performing, elegant Web applications quickly.",https://code.djangoproject.com/wiki/SummerOfCode2025,"python, django","web, python",https://code.djangoproject.com/wiki/SummerOfCode2025,https://summerofcode.withgoogle.com/programs/2022/organizations/django-software-foundation-8o
Forschungszentrum Jülich,Shaping change: open source for Big Science,"Conducting research for a changing society: This is what drives us at Forschungszentrum Jülich. As a member of the Helmholtz Association, we aim to tackle the grand societal challenges of our time and conduct research into the possibilities of a digitized society, a climate-friendly energy system, and a resource-efficient economy. Supercomputers help us find solutions to major scientific challenges and are indispensable for modern research. The Jülich Supercomputing Centre (JSC) operates the most powerful computer systems for scientific and technical applications in Europe and makes it available for research purposes to scientists at Forschungszentrum Jülich, in Germany, and throughout Europe. JSC performs various research and development tasks, frequently in tight cooperation with national and international partners. With our open-source Python library Heat, we make it possible for researchers to transition seamlessly from scipy-based, single-node data analysis tools, to memory-distributed, hardware-accelerated, high-performance data analytics.",https://docs.google.com/document/d/1OKUf_n_whN0M20c__jj8R5jyGABPYYxmdBfyzto4OZk,"python, mpi, high performance computing, pytorch, gpu","neuroscience, data analytics, data-intensive science, earth-system monitoring, space science",https://docs.google.com/document/d/1Wd3cSazkvefAyuFHMb_wxGBXXh00ETqXVvQTELBLVwQ,https://summerofcode.withgoogle.com/programs/2022/organizations/forschungszentrum-julich
Jenkins,"Jenkins, build great things at any scale","Short description: Jenkins is a popular open source automation server which is used for building, testing, CI/CD, deployment and many other use-cases. Our motto is ""Build great things at any scale"". Long description: Jenkins, originally founded in 2006 as ""Hudson"", is one of the leading automation servers. Jenkins' motto is ""Build great things at any scale"". Using an extensible, plugin-based architecture, developers have created hundreds of plugins to adapt Jenkins to a multitude of build, test, and deployment automation workloads. As Jenkins is open-source, MIT License is used for most of the components. This year we invite potential GSoC contributors to join the Jenkins community and to work together to improve Jenkins. We have many strategic project ideas which are important to potentially hundreds of thousands of Jenkins users. The project has over 600 active contributors working on Jenkins core, plugins, website, project infrastructure, localization activities, etc. In total we have more than 2,000 components including plugins, libraries, and various utilities. The main languages in the project are Java, Groovy and JavaScript, but we also have components written in other languages (Go, C/C++, C#, etc.). Jenkins project includes multiple sub-projects (including Configuration-as-Code, Infrastructure and Remoting) and special interest groups. These entities participate in GSoC as a part of the Jenkins project. The Jenkins project is a part of Continuous Delivery Foundation (CDF).",https://www.jenkins.io/projects/gsoc/2025/project-ideas/,"javascript, java, go, docker, kubernetes","developer tools, automation, continuous integration, continuous delivery, devops",https://www.jenkins.io/projects/gsoc/contributors,https://summerofcode.withgoogle.com/programs/2022/organizations/jenkins-wp
Unikraft,A Fast and Secure Unikernel SDK,"Unikraft is a fast, secure and open-source Unikernel Development Kit. By tailoring the operating system, libraries and configuration to the particular needs of your application, it vastly reduces virtual machine and container image sizes to a few KBs, provides blazing performance, and drastically cuts down your software stack’s attack surface. Unikraft is developed in the spirit of open source: public discussions on Discord, open source licensing model using BSD-3-Clause, public development and management on GitHub. It does so in the context of a vibrant community consisting of highly skilled software engineers, researchers, teachers, students and hobbyists. Periodic meetings, hackathons and a consistent presence in open source events are central to the well functioning of the community. We use guidelines for development and maintenance to ensure the creation of high quality code. Public releases are planned to happen once every two months. In general, we aim for a public release to happen at the last Monday of each odd month (January, March, May, etc.) We welcome contributors and users on Discord and on GitHub. If you are looking for a fun technical project in the area of operating systems, virtualization, come aboard on Discord.",https://github.com/unikraft/gsoc/blob/staging/gsoc-2025/ideas.md,"c, xen, golang, kvm, assembly language","virtualization, cloud, software reuse, software configurability",https://unikraft.org/docs/contributing/,https://summerofcode.withgoogle.com/programs/2022/organizations/unikraft
libcamera,Provide an open source camera stack for linux,"Cameras are complex devices that need heavy hardware image processing operations. Control of the processing is based on advanced algorithms that must run on a programmable processor. This has traditionally been implemented in a dedicated MCU in the camera, but in embedded devices, algorithms have been moved to the main CPU to save cost. Blurring the boundary between camera devices and Linux often left the user with no other option than a vendor-specific closed-source solution. To address this problem the Linux media community is collaborating with the industry to develop a camera stack that is open-source-friendly while still protecting vendor core IP. libcamera was born out of that collaboration and offers modern camera support to Linux-based systems, including traditional Linux distributions, ChromeOS and Android.",https://libcamera.org/open-projects.html,"c/c++, linux kernel, qt5, gstreamer, v4l2","camera, image prcessing",https://libcamera.org/gsoc-application-guide.html#gsoc-application-guide,https://summerofcode.withgoogle.com/programs/2022/organizations/libcamera
mlpack,"a fast, flexible machine learning library","mlpack is an intuitive, fast, and flexible C++ machine learning library with bindings to other languages. It is meant to be a machine learning analog to LAPACK, and aims to implement a wide array of machine learning methods and functions as a ""swiss army knife"" for machine learning researchers. In addition to its powerful C++ interface, mlpack also provides command-line programs and Python bindings, as well as bindings to other languages.",https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,"c++, C++ template metaprogramming","machine learning, embedded, ai, deep learning, Neural networks",https://github.com/mlpack/mlpack/wiki/Google-Summer-of-Code-Application-Guide,https://summerofcode.withgoogle.com/programs/2022/organizations/mlpack
LibreHealth,Healthcare for Humanity,"LibreHealth is the foundation of a worldwide ecosystem of open source Health IT innovation and is a place where people can come together to build tools that enhance the quality of healthcare around the world. We currently have under our umbrella the following projects: - LibreHealth Toolkit (http://librehealth.io/projects/lh-toolkit/), a foundational base for - building Health IT tools - LibreHealth EHR (http://librehealth.io/projects/lh-ehr/), an electronic health record derived from best practices and technology from leading open source systems. - LibreHealth Radiology (https://librehealth.io/projects/lh-radiology), a specialized distribution of LibreHealth Toolkit customized for radiology healthcare professionals Our GSoC student projects will address the real-life needs of our projects to help improve the delivery of health care around the world. We have a team of expert mentors with decades of experience to help you in your work. They will be continually adding project ideas to our forum (https://forums.librehealth.io), and we encourage you to suggest ideas too as you learn more about our projects. Check out project ideas (this will change from year to year): https://forums.librehealth.io/ideas",https://forums.librehealth.io/ideas,"python, javascript, android, java, dart/flutter","web, deep learning, hfoss, radiology, mobile apps",https://forums.librehealth.io/t/readme-making-a-successful-gsoc-proposal/4359,https://summerofcode.withgoogle.com/programs/2022/organizations/librehealth
Xfce,Lightweight and flexible linux desktop environment,"Xfce is a lightweight desktop environment for UNIX-like operating systems. It aims to be fast and low on system resources, while still being visually appealing and user friendly.",https://wiki.xfce.org/projects/gsoc/start,"c, gtk","desktop, customization",https://wiki.xfce.org/projects/gsoc/start#frequently_asked_questions,https://summerofcode.withgoogle.com/programs/2022/organizations/xfce
VideoLAN,Open Source Multimedia for everyone!,The VideoLAN project is led by and composed of a team of volunteers who believe in the power of open source to rock the multimedia world. We produce multimedia software notably the famous VLC media player as well as designated libraries and codecs.,https://wiki.videolan.org/SoC_2025/,"c, c++, qt, assembly, video","audio, streaming, video, codecs, media database",https://wiki.videolan.org/SoC_2024/,https://summerofcode.withgoogle.com/programs/2022/organizations/videolan
Keptn,Event-driven orchestration of cloud-native apps,"Keptn is an event-driven orchestration engine for cloud-native apps. Started in 2018, it is a member project of the Cloud Native Computing Foundation. Keptn uses a declarative approach to build scalable automation for delivery and operations which can be scaled to a large number of services. It evaluates Service Level Indicators (SLOs) and provides a dashboard, alerts, and auto-remediation for them. Keptn has numerous integrations with the Cloud Native ecosystem, including Prometheus, ArgoCD, CloudEvents, LithmusChaos, Backstage, and dozens of other cloud-native projects. In Google Summer of Code we invite you to join the Keptn community and to work together with us on one of the Keptn integrations or on automating modern management approaches like GitOps and Documentation as Code.",https://github.com/keptn/community/blob/main/mentorship/gsoc/2022/project-ideas.md,"golang, kubernetes, angular, Helm","cloud, devops, sre, CloudNative, Operations",https://github.com/keptn/community/tree/main/mentorship/gsoc,https://summerofcode.withgoogle.com/programs/2022/organizations/keptn
AnkiDroid,AnkiDroid makes remembering things easy,"Memorize anything with AnkiDroid!

AnkiDroid lets you learn flashcards very efficiently by showing them just before you would forget. It is fully compatible with the spaced repetition software Anki (including synchronization), which is available for Windows/Mac/Linux/ChromeOS.

Study all sorts of things wherever and whenever you want. Make good use of idle times on bus trips, in supermarket queues or any other waiting situation!

Create your own flashcard decks or download free decks compiled for many languages and topics (more than 6000 available).

Add material through the desktop application Anki or directly through AnkiDroid. The application even supports adding material automatically from a dictionary!

★ Key features:
• supported flashcard contents: text, images, sounds, LaTeX & MathJax
• spaced repetition (supermemo 2 algorithm)
• text-to-speech integration
• check your pronunciation
• more than 6000 premade decks
• progress widget
• detailed statistics
• syncing with AnkiWeb
• open source",https://docs.google.com/document/d/1Va6IWEYcWTkK4KDtyoFxtOKzpdcYe54GdrVpuMcFvlI/edit?usp=sharing,"android, rust, kotlin, mobile","education, mobile, android, user generated content, Flashcards",https://github.com/ankidroid/Anki-Android/wiki/Google-Summer-of-Code,https://summerofcode.withgoogle.com/programs/2022/organizations/ankidroid
The Julia Language,A fresh approach to technical computing,"The Julia Language is an open-source, high level, and dynamic language built to be easy to use like Python while having speed near C++. As an umbrella organization, we house projects related to core Julia (the language) as well as packages from the broader Julia ecosystem.",https://julialang.org/jsoc/projects/,"machine learning, julia, data science, compilers, garbage-collection","math, artificial intelligence, science, data science, graphs",https://julialang.org/jsoc/guidelines/,https://summerofcode.withgoogle.com/programs/2022/organizations/the-julia-language
RADAR-base,Improve people's quality of life using patient generated data,"RADAR-base (Remote Assessment of Disease And Relapses) is an open source platform for remote patient monitoring. The main focus of RADAR-base is seamless integration of data streams from various wearables and mobile applications to collect patient generated data in real time and store, manage and share the collected data with researchers for retrospective analysis. RADAR-base provides both passive and active data collection. Passive collection can be done by directly sending data from phone sensors or device sensor data through the (pRMT) app or device sensor data via cloud storage to RADAR-base or combination of these options. Active data collection using the active Remote Monitoring Technologies (aRMT) app, which includes the use of questionnaires that might ask patients about their mood, medication intake, or the severity of symptoms. All of the collected data can be extracted from the platform in structured formats. RADAR-base community consists of software engineers, data scientists, researchers,operations engineers, bioinformaticians. The RADAR-base platform was build and maintained by The Hyve B.V (https://www.thehyve.nl/) and PhiDataLab (https://phidatalab.org/) at Kings College London under the IMI RADAR-CNS and IMI RADAR-AD project. Currently, the platform has been used by many academic institutes and research organizations to conduct remote monitoring studies. Funding statement and Disclaimer The RADAR-base platform was developed under projects IMI RADAR-CNS, IMI RADAR-AD, Bigdata@Heart and IMI H2O which received funding from the Innovative Medicines Initiative 2 Joint Undertaking under grant agreement numbers 115902, 806999, 116074 and 945345 respectively. This Joint Undertaking receives support from the European Union’s Horizon 2020 research and innovation programme and EFPIA. See www.imi.europa.eu for more details. Neither IMI nor the European Union and EFPIA are liable for any use that may be made of the information contained on this website.",https://github.com/RADAR-base/GSoC,"java, kotlin, docker, angular, kafka","web, mhealth, remote patient monitoring, micro-services, devices",https://github.com/RADAR-base/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/radar-base
LLVM Compiler Infrastructure,LLVM Compiler Infrastructure,"The LLVM Project is a collection of modular and reusable compiler and toolchain technologies. Despite its name, LLVM has little to do with traditional virtual machines. The name ""LLVM"" itself is not an acronym; it is the full name of the project. LLVM began as a research project at the University of Illinois, with the goal of providing a modern, SSA-based compilation strategy capable of supporting both static and dynamic compilation of arbitrary programming languages. Since then, LLVM has grown to be an umbrella project consisting of a number of subprojects, many of which are being used in production by a wide variety of commercial and open source projects as well as being widely used in academic research. In addition to official subprojects of LLVM, there are a broad variety of other projects that use components of LLVM for various tasks. Through these external projects you can use LLVM to compile Ruby, Python, Haskell, Rust, D, PHP, Pure, Lua, Julia, and a number of other languages. A major strength of LLVM is its versatility, flexibility, and reusability, which is why it is being used for such a wide variety of different tasks: everything from doing light-weight JIT compiles of embedded languages like Lua to compiling Fortran code for massive super computers.",https://llvm.org/OpenProjects.html,"llvm, c++, clang, mlir","compilers, development tools, libraries",https://discourse.llvm.org/t/gsoc-2022-projects-proposals-and-other-information/60386,https://summerofcode.withgoogle.com/programs/2022/organizations/llvm-compiler-infrastructure
Open Genome Informatics,Open access genomics and bioinformatics projects,"The Open Genome Informatics group represents an umbrella organization consisting of several open source and open access genomics and bioinformatics projects worldwide. Our goals are to develop and maintain a collection of sustainable software tools for managing, analyzing, visualizing, storing, and disseminating genomic data.",http://gmod.org/wiki/GSOC_Project_Ideas_2024,"python, react, r-project, graph, angular","genomics, bioinformatics, biology, data discovery",http://gmod.org/wiki/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/open-genome-informatics
MetaBrainz Foundation Inc,"Open music / book metadata, music recommendations","The MetaBrainz Foundation is a non-profit that believes in free, open access to data. It has been set up to build community maintained databases and make them available in the public domain or under Creative Commons licenses. Our data is mostly gathered by volunteers and verified by peer review to ensure it is consistent and correct. All non-commercial use of this data is free, but commercial users are asked to support us in order to help fund the project. We encourage all data users to contribute to the data gathering process so that our data can be as comprehensive as possible. With this data we are building a music social network and bias free music recommendations.",https://wiki.musicbrainz.org/Development/Summer_of_Code/2025,"python, machine learning, perl, postgres, spark","machine learning, open data, music, books, music social network",https://wiki.musicbrainz.org/Development/Summer_of_Code/2025,https://summerofcode.withgoogle.com/programs/2022/organizations/metabrainz-foundation-inc
Inkscape,Draw freely!,"Inkscape is a free and open-source vector graphics editor used to create vector images, primarily in Scalable Vector Graphics (SVG) format",https://gitlab.com/inkscape/inkscape/-/blob/master/doc/gsoc/summerofcode.md,"python, c++, svg","web, graphics, design",https://gitlab.com/inkscape/inkscape/-/blob/master/doc/gsoc/summerofcode.md,https://summerofcode.withgoogle.com/programs/2022/organizations/inkscape
LibreCube Initiative,Open Source Space Exploration,"LibreCube develops an ecosystem of open source space technology for exploration systems. Our vision is to enable everyone to get involved in building systems for exploration using open source hardware and software. We believe that discovering new worlds and getting scientific insights should be a matter to all humankind. LibreCube is based on these three pillars: 1) Open Source: Everything we do at LibreCube is made available to the public free and open source. Also, we only use free and open source tools for our work – this way, really everyone can get involved! 2) Free and Open Standards: We rely on proven and tested standards for our system designs, with preference for standards from the space domain. 3) Reference Architecture: Defining a generic architecture of system that have standardized interfaces makes it possible to combine and re-use elements for various different mission applications.",https://librecube.org/google-summer-of-code/,"python, docker, raspberry pi, micropython","robotics, automation, ai, space, Rover",https://librecube.org/google-summer-of-code-proposal/,https://summerofcode.withgoogle.com/programs/2022/organizations/librecube-initiative
Electron,Cross-platform desktop apps with web technologies,"Electron is a framework for building desktop applications using JavaScript, HTML, and CSS. By embedding Chromium and Node.js into its binary, Electron allows you to maintain one JavaScript codebase and create cross-platform apps that work on Windows, macOS, and Linux — no native development experience required.",https://electronhq.notion.site/Electron-Google-Summer-of-Code-2025-Ideas-List-1851459d1bd1811894dad8b48a68596d,"javascript, node.js, c++, typescript, Chromium","desktop, framework, javascript",https://electronhq.notion.site/Electron-Google-Summer-of-Code-2025-Contributor-Guidance-1851459d1bd181ac8004ecb9e031b368,https://summerofcode.withgoogle.com/programs/2022/organizations/electron
Flashrom,"Reading, writing, verifying, erasing flash chips","Flashrom is a utility for identifying, reading, writing, verifying and erasing flash chips. It is designed to flash BIOS/EFI/coreboot/firmware/optionROM images on mainboards, network/graphics/storage controller cards, and various other programmer devices. + Supports more than 476 flash chips, 291 chipsets, 500 mainboards, 79 PCI devices, 17 USB devices and various parallel/serial port-based programmers. + Supports parallel, LPC, FWH and SPI flash interfaces and various chip packages (DIP32, PLCC32, DIP8, SO8/SOIC8, TSOP32, TSOP40, TSOP48, BGA and more) + No physical access needed, root access is sufficient (not needed for some programmers). + No bootable floppy disk, bootable CD-ROM or other media needed. + No keyboard or monitor needed. Simply reflash remotely via SSH. + No instant reboot needed. Reflash your chip in a running system, verify it, be happy. The new firmware will be present next time you boot. + Crossflashing and hotflashing is possible as long as the flash chips are electrically and logically compatible (same protocol). Great for recovery. + Scriptability. Reflash a whole pool of identical machines at the same time from the command line. It is recommended to check Flashrom output and error codes. + Speed. Flashrom is often much faster than most vendor flash tools. + Portability. Supports DOS, Linux, FreeBSD (including Debian/kFreeBSD), NetBSD, OpenBSD, DragonFlyBSD, anything Solaris-like, Mac OS X, and other Unix-like OSes as well as GNU Hurd. Partial Windows support is available (no internal programmer support at the moment, hence no ""BIOS flashing"").",https://docs.google.com/document/d/1AxMobB2v8Dv2uUwZPZ_vCmmONYDJuliHcnjfWOs4qIs/edit?usp=sharing,"c, x86, bios, rom, spi","hardware, drivers, firmware, flash chips, low level programming",https://www.flashrom.org/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/flashrom
The Mifos Initiative,End Poverty One Line of Code at a Time,"We are a global 501(c)3 fintech non-profit leveraging the cloud, mobile & open source community to democratize financial services worldwide and digitally transform the world’s 3 billion poor and underbanked. Mifos has pioneered open source banking technology for the past fifteen years transforming the entire sector at each major stage of evolution from microfinance to financial inclusion to digital financial services and now embedded finance. Mifos guides the open source community, steers the roadmap, and stewards the vibrant ecosystem of organizations building solutions on its open platform. Our building blocks for banking, recognized as digital public goods, make core banking commoditized infrastructure, empowering any organization, anywhere to embed any financial service to any customer via any channel. These building blocks provide the common functionalities for creating customers, managing wallets, savings and loan accounts, orchestrating payments, and maintaining the financial ledger & reports. More than 65 million clients are reached by 500+ financial institutions across 70 countries using solutions powered by our APIs.",https://mifosforge.jira.com/wiki/spaces/RES/pages/4271669249/Google+Summer+of+Code+2025+Ideas,"android, java, kotlin, spring, angular","artificial intelligence, cloud, fintech, financial inclusion, mobile banking",https://mifosforge.jira.com/wiki/spaces/RES/pages/4456638/Application+Template,https://summerofcode.withgoogle.com/programs/2022/organizations/the-mifos-initiative
CircuitVerse.org,Build and learn logic circuits in the cloud!,"CircuitVerse is an easy to use digital logic circuit simulator which aims at providing a platform to create, share and learn digital circuits. It can run on almost any device without the need for installing any software. The platform has been designed for use by students, professionals and hobbyists alike. The vision is to develop a community around the platform that will aid students to self-learn digital logic design. The platform is currently used by several universities worldwide. Apart from the simulator, users can create, learn, collaborate and share their work. Teachers can create groups and host assignments on the platform. The platform’s impact has been more evident than ever in the Covid 19 pandemic as CircuitVerse enabled schools and colleges to move their courses online.",https://github.com/CircuitVerse/CircuitVerse/wiki/GSoC'25-Project-List,"javascript, rails, canvas, vue","education, web, simulation, pedagogy, digital logic design",https://docs.google.com/document/d/1oeYPAuqWxeC79d-R5I9uFJywQJv4ooO4obF4pwifyTY/edit,https://summerofcode.withgoogle.com/programs/2022/organizations/circuitverseorg
